rep	T	lambda	imse_raw_1	imse_raw_2	imse_bc_1	imse_bc_2	pw_025_1	pw_025_2	pw_050_1	pw_050_2	pw_075_1	pw_075_2	scb_1	scb_2	scb_w_1	scb_w_2	se_mid_1	se_mid_2	theta_mid_1	theta_mid_2
407	400	0.0076471846	0.17265782	0.0100302	0.15711074	0.012793762	1	1	0	1	1	1	1	1	1.367431	0.76899788	0.20568765	0.15511384	1.0078293	0.92452413
408	400	0.0052309386	0.083536224	0.0045809603	0.07174696	0.013172263	1	1	1	0	1	1	0	1	1.3355894	0.68174141	0.18425444	0.12323615	0.73804444	1.331697
409	400	0.013517131	0.21463002	0.018676955	0.26221595	0.019122272	1	1	0	1	1	1	0	1	1.2921397	0.67529277	0.27074707	0.15792282	1.3911252	0.87885499
410	400	0.0029593524	0.050536145	0.0031159384	0.040347834	0.0053986051	1	1	1	1	1	1	1	1	1.2922545	0.74875855	0.21880071	0.11787264	0.74528555	1.0445792
411	400	0.00432632	0.051958793	0.012715486	0.039738073	0.013819232	1	1	1	1	1	1	1	1	1.3671664	0.80274125	0.2143252	0.10614336	0.70346972	0.99734962
412	400	0.00432632	0.13478172	0.0093916778	0.13095531	0.010647308	1	1	1	1	1	1	1	1	1.4558161	0.72667042	0.25831679	0.15192783	1.0311354	0.87447927
413	400	0.0029593524	0.055693579	0.020648672	0.047711826	0.022594703	1	1	1	1	1	1	1	1	1.542495	0.87422526	0.29432587	0.18283694	0.76040403	0.92563065
414	400	0.019760888	0.080524618	0.00572357	0.047162025	0.0099580903	1	1	1	1	1	1	1	0	0.92406808	0.53708438	0.17737589	0.11074125	0.75594692	0.95211214
415	400	0.016343516	0.11918519	0.0062699096	0.1017539	0.017211822	1	1	1	1	0	1	1	1	1.1760911	0.60683022	0.18425825	0.10928101	0.59994473	1.2031663
416	400	0.016343516	0.052220369	0.014797876	0.037078518	0.016554219	1	1	1	1	0	1	1	1	1.0551557	0.64032413	0.1476393	0.11912934	0.55692686	1.1042634
417	400	0.0052309386	0.059815722	0.010220687	0.068700375	0.013130433	1	1	1	1	1	1	1	1	1.1925288	0.66139046	0.22183106	0.16349856	0.90894448	0.83966433
418	400	0.0063247097	0.13318793	0.0050695498	0.10937988	0.007456414	1	1	1	1	1	1	1	1	1.2938988	0.70151477	0.20615306	0.13949357	0.82977551	1.0169483
419	400	0.013517131	0.079055186	0.0064481435	0.075830087	0.012024144	1	1	1	1	1	1	1	1	1.2402912	0.6432783	0.22711678	0.14005504	0.59964684	0.91968009
420	400	0.0063247097	0.060613838	0.0081447225	0.043148739	0.012081775	1	1	1	1	1	0	1	1	1.2286093	0.72464708	0.22580955	0.13423881	0.79759909	1.02627
